id,tipo,region,comuna,direccion,fecha_remate,fecha_sort,fecha_publicacion,precio_clp,precio_uf,metros2,url_ficha,url_maps,actualizado
2B0A3A4C0D,Departamento,O'Higgins,Rancagua,2357 Flor Del Manzano,09/04/2026,2026-04-09,18/03/2026,$55.897.933,1.403.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43384,https://www.google.cl/maps/search/2357+flor+del+manzano+rancagua+o%27higgins+chile,2026-03-25
CE8725F09F,Departamento,Biobío,San Pedro de la Paz,3750 Avenida Costanera Interior,09/04/2026,2026-04-09,20/03/2026,$49.980.955,1.254.5,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43617,https://www.google.cl/maps/search/3750+avenida+costanera+interior+san+pedro+de+la+paz+concepci%C3%B3n+chile,2026-03-25
5D50CA9E55,Sitio/Terreno,Biobío,San Pedro de la Paz,3890 Calle Galvarino,09/04/2026,2026-04-09,14/03/2026,$61.993.716,1.556.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=42980,https://www.google.cl/maps/search/3890+calle+galvarino+san+pedro+de+la+paz+concepci%C3%B3n+chile,2026-03-25
94E5E4DAE8,Sitio/Terreno,Metropolitana,La Pintana,2205 Lautaro,13/04/2026,2026-04-13,24/03/2026,$557.784.080,14.000.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43910,https://www.google.cl/maps/search/2205+lautaro+la+pintana+santiago+chile,2026-03-25
23FA227D88,Departamento,Antofagasta,Antofagasta,350 Avenida Cerro Paranal,13/04/2026,2026-04-13,20/03/2026,$133.390.079,3.348.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43608,https://www.google.cl/maps/search/350+avenida+cerro+paranal+antofagasta+chile,2026-03-25
AA8A78F841,Inmueble,Valparaíso,Valparaíso,,13/04/2026,2026-04-13,09/03/2026,$21.000.000,527.1,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=42592,,2026-03-25
99EC497D8C,Departamento,Araucanía,Pucón,865 Camino Al Volcán,13/04/2026,2026-04-13,24/03/2026,$37.025.280,929.3,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43909,https://www.google.cl/maps/search/865+camino+al+volc%C3%A1n+puc%C3%B3n+regi%C3%B3n+de+la+araucan%C3%ADa+chile,2026-03-25
5C59291516,Sitio/Terreno,Metropolitana,Maipú,1854 Calle Carranco,14/04/2026,2026-04-14,24/03/2026,$75.644.816,1.898.6,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43912,https://www.google.cl/maps/search/1854+calle+carranco+maip%C3%BA+santiago+chile,2026-03-25
E0B3F73D9B,Sitio/Terreno,Metropolitana,Cerrillos,7626 Pasaje Los Telares,14/04/2026,2026-04-14,24/03/2026,$76.243.307,1.913.7,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43903,https://www.google.cl/maps/search/7626+pasaje+los+telares+cerrillos+santiago+chile,2026-03-25
5EB93D7DBC,Departamento,O'Higgins,Rancagua,01151 Pasaje El Abra,14/04/2026,2026-04-14,12/03/2026,$33.307.678,836.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=42774,https://www.google.cl/maps/search/01151+pasaje+el+abra+rancagua+o%27higgins+chile,2026-03-25
B0257AFA49,Departamento,Biobío,Chiguayante,615 Calle Coquimbo,14/04/2026,2026-04-14,16/03/2026,$45.260.194,1.136.0,10.682,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43028,https://www.google.cl/maps/search/615+calle+coquimbo+chiguayante+concepci%C3%B3n+chile,2026-03-25
AAA5F94ECC,Departamento,Metropolitana,Estación Central,441 Calle Senda Vanguard,15/04/2026,2026-04-15,25/03/2026,$35.738.023,897.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44135,https://www.google.cl/maps/search/441+calle+senda+vanguard+estaci%C3%B3n+central+santiago+chile,2026-03-25
49C34AE174,Inmueble,Metropolitana,El Monte,29 B Pedro De Valdivia,15/04/2026,2026-04-15,24/03/2026,$49.814.601,1.250.3,246,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43908,https://www.google.cl/maps/search/29+b+pedro+de+valdivia+el+monte+regi%C3%B3n+metropolitana+chile,2026-03-25
EEF5B8827C,Departamento,Valparaíso,Viña del Mar,865 Avenida Jose Manuel Balmaceda Reñaca,15/04/2026,2026-04-15,24/03/2026,$69.849.830,1.753.2,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43901,https://www.google.cl/maps/search/865+avenida+jose+manuel+balmaceda+re%C3%B1aca+vi%C3%B1a+del+mar+chile,2026-03-25
25248161D6,Departamento,Metropolitana,Santiago,599 Calle Nataniel Cox,15/04/2026,2026-04-15,24/03/2026,$28.976.088,727.3,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43896,https://www.google.cl/maps/search/599+calle+nataniel+cox+santiago+santiago+chile,2026-03-25
FDEB1C28F9,Departamento,Antofagasta,Antofagasta,155 Avenida Ascotan Norte,15/04/2026,2026-04-15,23/03/2026,$107.071.297,2.687.4,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43690,https://www.google.cl/maps/search/155+avenida+ascotan+norte+antofagasta+antofagasta+chile,2026-03-25
3893D06281,Departamento,Antofagasta,Antofagasta,Oficina Lastenia 11850,15/04/2026,2026-04-15,,$29.881.290,750.0,60,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44002,https://www.google.cl/maps/search/oficina+lastenia+11850+antofagasta+antofagasta,2026-03-25
5E46924249,Parcela,Coquimbo,La Higuera,Fundo California,15/04/2026,2026-04-15,,$3.984.172,100.0,5.269,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44069,https://www.google.cl/maps/search/fundo+california+la+higuera+coquimbo,2026-03-25
1259C3EAEC,Sitio/Terreno,Valparaíso,Los Andes,1835 Calle Doce,15/04/2026,2026-04-15,19/03/2026,$37.046.119,929.8,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43404,https://www.google.cl/maps/search/1835+calle+doce+los+andes+los+andes+chile,2026-03-25
FE09EBE2E9,Sitio/Terreno,Valparaíso,Algarrobo,Santa Teresa De Los Andes Lote 49,15/04/2026,2026-04-15,,$89.797.249,2.253.8,288,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44120,https://www.google.cl/maps/search/santa+teresa+de+los+andes+lote+49+algarrobo+valpara%C3%ADso,2026-03-25
3FA828D4B6,Local Comercial,Valparaíso,Valparaíso,Esmeralda 928-934,15/04/2026,2026-04-15,,$640.734.541,16.082.0,897,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44030,https://www.google.cl/maps/search/esmeralda+928-934+valpara%C3%ADso+valpara%C3%ADso,2026-03-25
E783195C2A,Casa,Valparaíso,Calle Larga,La Palma,15/04/2026,2026-04-15,,$43.825.892,1.100.0,121,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43938,https://www.google.cl/maps/search/la+palma+calle+larga+valpara%C3%ADso,2026-03-25
F03D428929,Casa,Valparaíso,Catemu,Camino Público Reinoso V 1-2767,15/04/2026,2026-04-15,,$29.881.290,750.0,75,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43940,https://www.google.cl/maps/search/camino+p%C3%BAblico+reinoso+v+1-2767+catemu+valpara%C3%ADso,2026-03-25
234DAA104D,Casa,Valparaíso,Quintero,Pasaje Los Claveles 1273,15/04/2026,2026-04-15,,$68.455.360,1.718.2,290,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43942,https://www.google.cl/maps/search/pasaje+los+claveles+1273+quintero+valpara%C3%ADso,2026-03-25
EC5BEB82BB,Sitio/Terreno,Valparaíso,Cabildo,Peñablanca 5402,15/04/2026,2026-04-15,,$17.928.774,450.0,5.131,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44099,https://www.google.cl/maps/search/pe%C3%B1ablanca+5402+cabildo+valpara%C3%ADso,2026-03-25
50D5BA0348,Parcela,Valparaíso,Llay Llay,Fundo Las Encinas Lote 35,15/04/2026,2026-04-15,,$15.538.271,390.0,6.890,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44065,https://www.google.cl/maps/search/fundo+las+encinas+lote+35+llay+llay+valpara%C3%ADso,2026-03-25
BFA9581F10,Local Comercial,Valparaíso,Valparaíso,Condell 1481,15/04/2026,2026-04-15,,$851.815.974,21.380.0,711,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44032,https://www.google.cl/maps/search/condell+1481+valpara%C3%ADso+valpara%C3%ADso,2026-03-25
C27A4BF481,Departamento,O'Higgins,Rancagua,0535 Calle La Cruz,15/04/2026,2026-04-15,16/03/2026,$39.668.540,995.7,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43018,https://www.google.cl/maps/search/0535+calle+la+cruz+rancagua+chile,2026-03-25
385303829E,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44108,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
72471FE7A0,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,7.240,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44113,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
E044CAFFF1,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44112,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
B689B69E5A,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44111,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
3B86F5BD6F,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44110,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
1AA7667608,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44109,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
6A552E819D,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44106,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
C7AF2F116D,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44107,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
58583CD907,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44105,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
E86DE292FF,Sitio/Terreno,Maule,Colbún,Loteo El Oasis,15/04/2026,2026-04-15,,$7.000.000,175.7,10.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44104,https://www.google.cl/maps/search/loteo+el+oasis+colb%C3%BAn+maule,2026-03-25
F12A0941F3,Parcela,Maule,Teno,La Laguna Lote F %2F Lote A-2,15/04/2026,2026-04-15,,$67.730.924,1.700.0,44.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44067,https://www.google.cl/maps/search/la+laguna+lote+f+%2F+lote+a-2+teno+maule,2026-03-25
8F6F009EE0,Oficina,Maule,Linares,Maipú 1490,15/04/2026,2026-04-15,,$199.208.600,5.000.0,81,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44038,https://www.google.cl/maps/search/maip%C3%BA+1490+linares+maule,2026-03-25
41D2019890,Sitio/Terreno,Maule,Linares,Isla De Arriba,15/04/2026,2026-04-15,,$9.960.430,250.0,5.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44119,https://www.google.cl/maps/search/isla+de+arriba+linares+maule,2026-03-25
2D355B8E33,Sitio/Terreno,Biobío,Coronel,Av Cordillera 3656,15/04/2026,2026-04-15,,$245.424.995,6.160.0,3.642,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44101,https://www.google.cl/maps/search/av+cordillera+3656+coronel+biob%C3%ADo,2026-03-25
3C956F1591,Parcela con Casa,Biobío,Los Ángeles,Los Avedules Los %C3%81Ngeles Biobío,15/04/2026,2026-04-15,,$69.723.010,1.750.0,187,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44081,https://www.google.cl/maps/search/los+avedules+los+%C3%81ngeles+biob%C3%ADo,2026-03-25
680C09E87D,Parcela,Biobío,Mulchén,San Jorge,15/04/2026,2026-04-15,,$87.651.784,2.200.0,120.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44066,https://www.google.cl/maps/search/san+jorge+mulch%C3%A9n+biob%C3%ADo,2026-03-25
1C9D895205,Local Comercial,Biobío,San Pedro De La Paz,Pedro Aguirre Cerda 1613,15/04/2026,2026-04-15,,$159.366.880,4.000.0,277,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44034,https://www.google.cl/maps/search/pedro+aguirre+cerda+1613+san+pedro+de+la+paz+biob%C3%ADo,2026-03-25
BA8B022893,Casa,Araucanía,Temuco,Chacance 01055,15/04/2026,2026-04-15,,$13.944.602,350.0,99,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43939,https://www.google.cl/maps/search/chacance+01055+temuco+araucan%C3%ADa,2026-03-25
82BA42424A,Sitio/Terreno,Araucanía,Lonquimay,,15/04/2026,2026-04-15,,$12.000.000,301.2,5.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44103,https://www.google.cl/maps/search/lonquimay+lonquimay+araucan%C3%ADa,2026-03-25
A94B17B5A7,Sitio/Terreno,Araucanía,Galvarino,Carrera 451,15/04/2026,2026-04-15,,$47.810.064,1.200.0,1.750,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44102,https://www.google.cl/maps/search/carrera+451+galvarino+araucan%C3%ADa,2026-03-25
911D06FEDD,Parcela,Araucanía,Pucón,Llancalil,15/04/2026,2026-04-15,,$50.000.000,1.255.0,80.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44076,https://www.google.cl/maps/search/llancalil+puc%C3%B3n+araucan%C3%ADa,2026-03-25
E67345468F,Parcela,Araucanía,Victoria,Pehuenco Chico,15/04/2026,2026-04-15,,$149.406.450,3.750.0,830.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44068,https://www.google.cl/maps/search/pehuenco+chico+victoria+araucan%C3%ADa,2026-03-25
3ED4401EB5,Sitio/Terreno,Los Lagos,Purranque,Maipue,15/04/2026,2026-04-15,,$18.000.000,451.8,5.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44115,https://www.google.cl/maps/search/maipue+purranque+los+lagos,2026-03-25
6595A8D776,Sitio/Terreno,Los Lagos,Purranque,Maipue,15/04/2026,2026-04-15,,$18.000.000,451.8,5.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44116,https://www.google.cl/maps/search/maipue+purranque+los+lagos,2026-03-25
6C78159099,Sitio/Terreno,Los Lagos,Osorno,Lomas De Huillinco Lote 106,15/04/2026,2026-04-15,,$19.920.860,500.0,5.044,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44117,https://www.google.cl/maps/search/lomas+de+huillinco+lote+106+osorno+los+lagos,2026-03-25
27D329E320,Sitio/Terreno,Los Lagos,Puerto Montt,Doctor Martín 459,15/04/2026,2026-04-15,,$105.580.558,2.650.0,625,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44098,https://www.google.cl/maps/search/doctor+mart%C3%ADn+459+puerto+montt+los+lagos,2026-03-25
8C9598C4B3,Casa,Los Lagos,Fresia,Camino A La Naranja,15/04/2026,2026-04-15,,$15.538.271,390.0,96,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43941,https://www.google.cl/maps/search/camino+a+la+naranja+fresia+los+lagos,2026-03-25
84B512F78E,Sitio/Terreno,Los Lagos,Purranque,Maipue,15/04/2026,2026-04-15,,$18.000.000,451.8,5.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44114,https://www.google.cl/maps/search/maipue+purranque+los+lagos,2026-03-25
49B3A793FD,Parcela,Los Lagos,Maullín,Las Chilcas,15/04/2026,2026-04-15,,$8.000.000,200.8,5.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44077,https://www.google.cl/maps/search/las+chilcas+maull%C3%ADn+los+lagos,2026-03-25
043CC927F6,Parcela,Los Lagos,Los Muermos,Ríos Del Chucao,15/04/2026,2026-04-15,,$29.990.000,752.7,5.010,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44075,https://www.google.cl/maps/search/r%C3%ADos+del+chucao+los+muermos+los+lagos,2026-03-25
4B30CC61B5,Parcela,Los Lagos,Los Muermos,Ríos Del Chucao,15/04/2026,2026-04-15,,$34.500.000,865.9,5.150,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44074,https://www.google.cl/maps/search/r%C3%ADos+del+chucao+los+muermos+los+lagos,2026-03-25
0A49D2B6A7,Parcela,Aysén,Aysén,Costa Patagonia,15/04/2026,2026-04-15,,$5.000.000,125.5,5.030,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44072,https://www.google.cl/maps/search/costa+patagonia+ays%C3%A9n+ays%C3%A9n,2026-03-25
B2433AF4AF,Parcela,Aysén,Aysén,Costa Patagonia,15/04/2026,2026-04-15,,$5.000.000,125.5,5.050,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44071,https://www.google.cl/maps/search/costa+patagonia+ays%C3%A9n+ays%C3%A9n,2026-03-25
A9E8E6209D,Parcela,Aysén,Aysén,Costa Patagonia,15/04/2026,2026-04-15,,$5.450.000,136.8,5.060,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44070,https://www.google.cl/maps/search/costa+patagonia+ays%C3%A9n+ays%C3%A9n,2026-03-25
8D09D158A6,Parcela,Aysén,Aysén,Costa Patagonia,15/04/2026,2026-04-15,,$4.950.000,124.2,10.020,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44073,https://www.google.cl/maps/search/costa+patagonia+ays%C3%A9n+ays%C3%A9n,2026-03-25
669F5DD7E6,Sitio/Terreno,Magallanes,Punta Arenas,Río Seco 16,15/04/2026,2026-04-15,,$130.880.050,3.285.0,10.125,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44100,https://www.google.cl/maps/search/r%C3%ADo+seco+16+punta+arenas+magallanes,2026-03-25
C03F56ECC4,Estacionamiento,Metropolitana,Las Condes,200 Estoril,16/04/2026,2026-04-16,25/03/2026,$30.140.579,756.5,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44145,https://www.google.cl/maps/search/200+estoril+las+condes+santiago+chile,2026-03-25
E854BD237D,Departamento,Metropolitana,La Florida,398 Calle Rupanco,16/04/2026,2026-04-16,25/03/2026,$77.152.885,1.936.5,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44144,https://www.google.cl/maps/search/398+calle+rupanco+la+florida+santiago+chile,2026-03-25
23F82DB5AA,Sitio/Terreno,Metropolitana,Buin,1719 Pasaje Enrique %C3%81Vila Mejías,16/04/2026,2026-04-16,25/03/2026,$164.865.037,4.138.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44141,https://www.google.cl/maps/search/1719+pasaje+enrique+%C3%81vila+mej%C3%ADas+buin+santiago+chile,2026-03-25
CCDC28874F,Nave,,,,16/04/2026,2026-04-16,24/03/2026,$43.825.892,1.100.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43907,,2026-03-25
FFC78C885A,Inmueble,O'Higgins,Rancagua,3968 Calle La Montura,16/04/2026,2026-04-16,20/03/2026,$43.539.961,1.092.8,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43607,https://www.google.cl/maps/search/3968+calle+la+montura+rancagua+chile,2026-03-25
3B0FB6DFA7,Departamento,O'Higgins,Machalí,383 Pasaje Dulce Silencio,16/04/2026,2026-04-16,12/03/2026,$67.269.168,1.688.4,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=42768,https://www.google.cl/maps/search/383+pasaje+dulce+silencio+machal%C3%AD+o%27higgins+chile,2026-03-25
42D219F308,Sitio/Terreno,Ñuble,Chillán,1822 Calle San Antonio,16/04/2026,2026-04-16,15/03/2026,$31.996.596,803.1,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43005,https://www.google.cl/maps/search/1822+calle+san+antonio+chill%C3%A1n+chill%C3%A1n+chile,2026-03-25
015377FB51,Departamento,Biobío,Concepción,1929 Calle Descanso Del Sol,16/04/2026,2026-04-16,19/03/2026,$89.843.079,2.255.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43400,https://www.google.cl/maps/search/1929+calle+descanso+del+sol+concepci%C3%B3n+concepci%C3%B3n+chile,2026-03-25
0C623A55DC,Departamento,Metropolitana,Ñuñoa,770 Emilio Vaisse,21/04/2026,2026-04-21,25/03/2026,$59.779.363,1.500.4,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44132,https://www.google.cl/maps/search/770+emilio+vaisse+%C3%91u%C3%B1oa+santiago+chile,2026-03-25
72A18DD4F2,Sitio/Terreno,Metropolitana,La Florida,8918 Avenida México,21/04/2026,2026-04-21,25/03/2026,$89.213.594,2.239.2,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44133,https://www.google.cl/maps/search/8918+avenida+m%C3%A9xico+la+florida+santiago+chile,2026-03-25
8650CE3F81,Departamento,Metropolitana,Providencia,2260 Avenida Francisco Bilbao,22/04/2026,2026-04-22,25/03/2026,$145.394.949,3.649.3,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44138,https://www.google.cl/maps/search/2260+avenida+francisco+bilbao+providencia+santiago+chile,2026-03-25
2B5C1AEBE1,Sitio/Terreno,Metropolitana,Paine,Lote 7 Loteo Los Almendros,22/04/2026,2026-04-22,25/03/2026,$286.222.916,7.184.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44136,https://www.google.cl/maps/search/lote+7+loteo+los+almendros+paine+regi%C3%B3n+metropolitana+chile,2026-03-25
4A14504782,Departamento,Valparaíso,Concón,665 Calle Circunvalación,24/04/2026,2026-04-24,14/03/2026,$26.357.405,661.6,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=42994,https://www.google.cl/maps/search/665+calle+circunvalaci%C3%B3n+conc%C3%B3n+valpara%C3%ADso+chile,2026-03-25
F02E7E30E6,Departamento,Araucanía,Temuco,04151 Avenida Luis Durand,28/04/2026,2026-04-28,19/03/2026,$47.765.070,1.198.9,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43409,https://www.google.cl/maps/search/04151+avenida+luis+durand+temuco+chile,2026-03-25
25B4AC3528,Departamento,Metropolitana,Las Condes,5275 Av Presidente Riesco,29/04/2026,2026-04-29,25/03/2026,$148.313.080,3.722.6,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44143,https://www.google.cl/maps/search/5275+av+presidente+riesco+las+condes+santiago+chile,2026-03-25
BE8A1EAEEC,Casa,Arica y Parinacota,Arica,Luis Ferrada 143,29/04/2026,2026-04-29,,$32.072.585,805.0,52,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43944,https://www.google.cl/maps/search/luis+ferrada+143+arica+arica+y+parinacota,2026-03-25
B8A8FB32FE,Casa,Arica y Parinacota,Arica,Pasaje Agustín Marin 3315,29/04/2026,2026-04-29,,$69.842.535,1.753.0,73,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43963,https://www.google.cl/maps/search/pasaje+agust%C3%ADn+marin+3315+arica+arica+y+parinacota,2026-03-25
D60112078F,Casa,Arica y Parinacota,Arica,Tribunales 2889,29/04/2026,2026-04-29,,$59.762.580,1.500.0,83,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43975,https://www.google.cl/maps/search/tribunales+2889+arica+arica+y+parinacota,2026-03-25
9A732D2962,Casa,Tarapacá,Alto Hospicio,Las Avellanas 2862,29/04/2026,2026-04-29,,$34.542.771,867.0,97,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43950,https://www.google.cl/maps/search/las+avellanas+2862+alto+hospicio+tarapac%C3%A1,2026-03-25
40B3E1A34F,Casa,Tarapacá,Alto Hospicio,Ovalle 4409,29/04/2026,2026-04-29,,$31.594.484,793.0,30,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43953,https://www.google.cl/maps/search/ovalle+4409+alto+hospicio+tarapac%C3%A1,2026-03-25
8BC10DBD87,Casa,Antofagasta,Antofagasta,Río Toltén 1289,29/04/2026,2026-04-29,,$33.865.462,850.0,63,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43949,https://www.google.cl/maps/search/r%C3%ADo+tolt%C3%A9n+1289+antofagasta+antofagasta,2026-03-25
28B94DCD22,Casa,Antofagasta,Antofagasta,Pasaje Río Imperial 9383,29/04/2026,2026-04-29,,$58.766.537,1.475.0,67,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43958,https://www.google.cl/maps/search/pasaje+r%C3%ADo+imperial+9383+antofagasta+antofagasta,2026-03-25
A058EA731C,Casa,Antofagasta,Antofagasta,Francisco Miranda 941,29/04/2026,2026-04-29,,$72.193.197,1.812.0,120,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43959,https://www.google.cl/maps/search/francisco+miranda+941+antofagasta+antofagasta,2026-03-25
E064DF4B56,Casa,Antofagasta,Antofagasta,Eduardo Lefort 1315,29/04/2026,2026-04-29,,$91.078.172,2.286.0,75,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43968,https://www.google.cl/maps/search/eduardo+lefort+1315+antofagasta+antofagasta,2026-03-25
6B73D052CB,Departamento,Antofagasta,Antofagasta,Av Argentina 351,29/04/2026,2026-04-29,,$70.519.844,1.770.0,68,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44007,https://www.google.cl/maps/search/av+argentina+351+antofagasta+antofagasta,2026-03-25
7AEB797C1A,Departamento,Antofagasta,Antofagasta,Antilhue 1302,29/04/2026,2026-04-29,,$61.435.932,1.542.0,45,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44013,https://www.google.cl/maps/search/antilhue+1302+antofagasta+antofagasta,2026-03-25
ABEC7C3F38,Casa,Atacama,Vallenar,Pasaje Los Salares 405,29/04/2026,2026-04-29,,$110.441.248,2.772.0,139,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43960,https://www.google.cl/maps/search/pasaje+los+salares+405+vallenar+atacama,2026-03-25
B32BA55C28,Casa,Atacama,Vallenar,Maitén 2530,29/04/2026,2026-04-29,,$95.221.711,2.390.0,90,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43965,https://www.google.cl/maps/search/mait%C3%A9n+2530+vallenar+atacama,2026-03-25
CC1441B702,Departamento,Atacama,Copiapó,Julio Prado 1898,29/04/2026,2026-04-29,,$34.901.347,876.0,57,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44010,https://www.google.cl/maps/search/julio+prado+1898+copiap%C3%B3+atacama,2026-03-25
